barcode	target	n_cluster	task_index	timestamp	sample	task_index_chtronological	runtime_hours	runtime_minutes
barcode69	lpa5104	1132	121	2026-02-02T22:48:00Z	HG03765	113	9.35	561
barcode71	lpa5104	1361	122	2026-02-02T22:48:00Z	NA19098	114	9.35	561
barcode72	lpa5104	1421	123	2026-02-02T22:48:00Z	NA19190	106	9.35	561
barcode65	lpa5104	1750	125	2026-02-02T22:48:00Z	HG01593	117	9.35	561
barcode66	lpa5104	1360	126	2026-02-02T22:48:00Z	HG02657	116	9.35	561
barcode70	lpa5104	1597	127	2026-02-02T22:48:00Z	NA18868	115	9.35	561
barcode67	lpa5104	1453	128	2026-02-02T22:48:00Z	HG02778	114	9.35	561
barcode68	lpa5104	1807	129	2026-02-02T22:48:00Z	HG03234	118	9.35	561
barcode72	lpa5104	1421	123	2026-02-02T22:53:00Z	NA19190	107	9.433333333333334	566
barcode65	lpa5104	1750	125	2026-02-02T22:53:00Z	HG01593	118	9.433333333333334	566
barcode66	lpa5104	1360	126	2026-02-02T22:53:00Z	HG02657	117	9.433333333333334	566
barcode70	lpa5104	1597	127	2026-02-02T22:53:00Z	NA18868	116	9.433333333333334	566
barcode67	lpa5104	1453	128	2026-02-02T22:53:00Z	HG02778	115	9.433333333333334	566
barcode68	lpa5104	1807	129	2026-02-02T22:53:00Z	HG03234	119	9.433333333333334	566
barcode69	lpa5104	1276	130	2026-02-02T22:53:00Z	HG03765	114	9.433333333333334	566
barcode71	lpa5104	1422	131	2026-02-02T22:53:00Z	NA19098	115	9.433333333333334	566
barcode72	lpa5104	1421	123	2026-02-02T22:55:00Z	NA19190	108	9.466666666666667	568
barcode66	lpa5104	1360	126	2026-02-02T22:55:00Z	HG02657	118	9.466666666666667	568
barcode70	lpa5104	1597	127	2026-02-02T22:55:00Z	NA18868	117	9.466666666666667	568
barcode67	lpa5104	1453	128	2026-02-02T22:55:00Z	HG02778	116	9.466666666666667	568
barcode68	lpa5104	1807	129	2026-02-02T22:55:00Z	HG03234	120	9.466666666666667	568
barcode69	lpa5104	1276	130	2026-02-02T22:55:00Z	HG03765	115	9.466666666666667	568
barcode71	lpa5104	1422	131	2026-02-02T22:55:00Z	NA19098	116	9.466666666666667	568
barcode65	lpa5104	1859	132	2026-02-02T22:55:00Z	HG01593	119	9.466666666666667	568
barcode66	lpa5104	1360	126	2026-02-02T22:56:00Z	HG02657	119	9.483333333333333	569
barcode70	lpa5104	1597	127	2026-02-02T22:56:00Z	NA18868	118	9.483333333333333	569
barcode67	lpa5104	1453	128	2026-02-02T22:56:00Z	HG02778	117	9.483333333333333	569
barcode68	lpa5104	1807	129	2026-02-02T22:56:00Z	HG03234	121	9.483333333333333	569
barcode69	lpa5104	1276	130	2026-02-02T22:56:00Z	HG03765	116	9.483333333333333	569
barcode71	lpa5104	1422	131	2026-02-02T22:56:00Z	NA19098	117	9.483333333333333	569
barcode65	lpa5104	1859	132	2026-02-02T22:56:00Z	HG01593	120	9.483333333333333	569
barcode72	lpa5104	1559	133	2026-02-02T22:56:00Z	NA19190	109	9.483333333333333	569
barcode70	lpa5104	1597	127	2026-02-02T23:01:00Z	NA18868	119	9.566666666666666	574
barcode67	lpa5104	1453	128	2026-02-02T23:01:00Z	HG02778	118	9.566666666666666	574
barcode68	lpa5104	1807	129	2026-02-02T23:01:00Z	HG03234	122	9.566666666666666	574
barcode69	lpa5104	1276	130	2026-02-02T23:01:00Z	HG03765	117	9.566666666666666	574
barcode71	lpa5104	1422	131	2026-02-02T23:01:00Z	NA19098	118	9.566666666666666	574
barcode65	lpa5104	1859	132	2026-02-02T23:01:00Z	HG01593	121	9.566666666666666	574
barcode72	lpa5104	1559	133	2026-02-02T23:01:00Z	NA19190	110	9.566666666666666	574
barcode66	lpa5104	1437	134	2026-02-02T23:01:00Z	HG02657	120	9.566666666666666	574
barcode67	lpa5104	1453	128	2026-02-02T23:08:00Z	HG02778	119	9.683333333333334	581
barcode68	lpa5104	1807	129	2026-02-02T23:08:00Z	HG03234	123	9.683333333333334	581
barcode69	lpa5104	1276	130	2026-02-02T23:08:00Z	HG03765	118	9.683333333333334	581
barcode71	lpa5104	1422	131	2026-02-02T23:08:00Z	NA19098	119	9.683333333333334	581
barcode65	lpa5104	1859	132	2026-02-02T23:08:00Z	HG01593	122	9.683333333333334	581
barcode72	lpa5104	1559	133	2026-02-02T23:08:00Z	NA19190	111	9.683333333333334	581
barcode66	lpa5104	1437	134	2026-02-02T23:08:00Z	HG02657	121	9.683333333333334	581
barcode70	lpa5104	1693	135	2026-02-02T23:08:00Z	NA18868	120	9.683333333333334	581
barcode67	lpa5104	1453	128	2026-02-02T23:24:00Z	HG02778	120	9.95	597
barcode69	lpa5104	1276	130	2026-02-02T23:24:00Z	HG03765	119	9.95	597
barcode71	lpa5104	1422	131	2026-02-02T23:24:00Z	NA19098	120	9.95	597
barcode65	lpa5104	1859	132	2026-02-02T23:24:00Z	HG01593	123	9.95	597
barcode72	lpa5104	1559	133	2026-02-02T23:24:00Z	NA19190	112	9.95	597
barcode66	lpa5104	1437	134	2026-02-02T23:24:00Z	HG02657	122	9.95	597
barcode70	lpa5104	1693	135	2026-02-02T23:24:00Z	NA18868	121	9.95	597
barcode68	lpa5104	1875	136	2026-02-02T23:24:00Z	HG03234	124	9.95	597
barcode69	lpa5104	1276	130	2026-02-02T23:25:00Z	HG03765	120	9.966666666666667	598
barcode71	lpa5104	1422	131	2026-02-02T23:25:00Z	NA19098	121	9.966666666666667	598
barcode65	lpa5104	1859	132	2026-02-02T23:25:00Z	HG01593	124	9.966666666666667	598
barcode72	lpa5104	1559	133	2026-02-02T23:25:00Z	NA19190	113	9.966666666666667	598
barcode66	lpa5104	1437	134	2026-02-02T23:25:00Z	HG02657	123	9.966666666666667	598
barcode70	lpa5104	1693	135	2026-02-02T23:25:00Z	NA18868	122	9.966666666666667	598
barcode68	lpa5104	1875	136	2026-02-02T23:25:00Z	HG03234	125	9.966666666666667	598
barcode67	lpa5104	1523	137	2026-02-02T23:25:00Z	HG02778	121	9.966666666666667	598
barcode69	lpa5104	1276	130	2026-02-02T23:33:00Z	HG03765	121	10.1	606
barcode71	lpa5104	1422	131	2026-02-02T23:33:00Z	NA19098	122	10.1	606
barcode72	lpa5104	1559	133	2026-02-02T23:33:00Z	NA19190	114	10.1	606
barcode66	lpa5104	1437	134	2026-02-02T23:33:00Z	HG02657	124	10.1	606
barcode70	lpa5104	1693	135	2026-02-02T23:33:00Z	NA18868	123	10.1	606
barcode68	lpa5104	1875	136	2026-02-02T23:33:00Z	HG03234	126	10.1	606
barcode67	lpa5104	1523	137	2026-02-02T23:33:00Z	HG02778	122	10.1	606
barcode65	lpa5104	1950	138	2026-02-02T23:33:00Z	HG01593	125	10.1	606
barcode69	lpa5104	1276	130	2026-02-02T23:38:00Z	HG03765	122	10.183333333333334	611
barcode72	lpa5104	1559	133	2026-02-02T23:38:00Z	NA19190	115	10.183333333333334	611
barcode66	lpa5104	1437	134	2026-02-02T23:38:00Z	HG02657	125	10.183333333333334	611
barcode70	lpa5104	1693	135	2026-02-02T23:38:00Z	NA18868	124	10.183333333333334	611
barcode68	lpa5104	1875	136	2026-02-02T23:38:00Z	HG03234	127	10.183333333333334	611
barcode67	lpa5104	1523	137	2026-02-02T23:38:00Z	HG02778	123	10.183333333333334	611
barcode65	lpa5104	1950	138	2026-02-02T23:38:00Z	HG01593	126	10.183333333333334	611
barcode71	lpa5104	1471	139	2026-02-02T23:38:00Z	NA19098	123	10.183333333333334	611
barcode66	lpa5104	1437	134	2026-02-02T23:43:00Z	HG02657	126	10.266666666666667	616
barcode70	lpa5104	1693	135	2026-02-02T23:43:00Z	NA18868	125	10.266666666666667	616
barcode68	lpa5104	1875	136	2026-02-02T23:43:00Z	HG03234	128	10.266666666666667	616
barcode67	lpa5104	1523	137	2026-02-02T23:43:00Z	HG02778	124	10.266666666666667	616
barcode65	lpa5104	1950	138	2026-02-02T23:43:00Z	HG01593	127	10.266666666666667	616
barcode71	lpa5104	1471	139	2026-02-02T23:43:00Z	NA19098	124	10.266666666666667	616
barcode69	lpa5104	1428	140	2026-02-02T23:43:00Z	HG03765	123	10.266666666666667	616
barcode72	lpa5104	1701	141	2026-02-02T23:43:00Z	NA19190	116	10.266666666666667	616
barcode70	lpa5104	1693	135	2026-02-02T23:46:00Z	NA18868	126	10.316666666666666	619
barcode68	lpa5104	1875	136	2026-02-02T23:46:00Z	HG03234	129	10.316666666666666	619
barcode67	lpa5104	1523	137	2026-02-02T23:46:00Z	HG02778	125	10.316666666666666	619
barcode65	lpa5104	1950	138	2026-02-02T23:46:00Z	HG01593	128	10.316666666666666	619
barcode71	lpa5104	1471	139	2026-02-02T23:46:00Z	NA19098	125	10.316666666666666	619
barcode69	lpa5104	1428	140	2026-02-02T23:46:00Z	HG03765	124	10.316666666666666	619
barcode72	lpa5104	1701	141	2026-02-02T23:46:00Z	NA19190	117	10.316666666666666	619
barcode66	lpa5104	1521	142	2026-02-02T23:46:00Z	HG02657	127	10.316666666666666	619
barcode68	lpa5104	1875	136	2026-02-02T23:54:00Z	HG03234	130	10.45	627
barcode67	lpa5104	1523	137	2026-02-02T23:54:00Z	HG02778	126	10.45	627
barcode65	lpa5104	1950	138	2026-02-02T23:54:00Z	HG01593	129	10.45	627
barcode71	lpa5104	1471	139	2026-02-02T23:54:00Z	NA19098	126	10.45	627
barcode69	lpa5104	1428	140	2026-02-02T23:54:00Z	HG03765	125	10.45	627
barcode72	lpa5104	1701	141	2026-02-02T23:54:00Z	NA19190	118	10.45	627
barcode66	lpa5104	1521	142	2026-02-02T23:54:00Z	HG02657	128	10.45	627
barcode70	lpa5104	1790	143	2026-02-02T23:54:00Z	NA18868	127	10.45	627
barcode67	lpa5104	1523	137	2026-02-03T00:03:00Z	HG02778	127	10.6	636
barcode65	lpa5104	1950	138	2026-02-03T00:03:00Z	HG01593	130	10.6	636
barcode71	lpa5104	1471	139	2026-02-03T00:03:00Z	NA19098	127	10.6	636
barcode69	lpa5104	1428	140	2026-02-03T00:03:00Z	HG03765	126	10.6	636
barcode72	lpa5104	1701	141	2026-02-03T00:03:00Z	NA19190	119	10.6	636
barcode66	lpa5104	1521	142	2026-02-03T00:03:00Z	HG02657	129	10.6	636
barcode70	lpa5104	1790	143	2026-02-03T00:03:00Z	NA18868	128	10.6	636
barcode68	lpa5104	1950	144	2026-02-03T00:03:00Z	HG03234	131	10.6	636
barcode65	lpa5104	1950	138	2026-02-03T00:12:00Z	HG01593	131	10.75	645
barcode71	lpa5104	1471	139	2026-02-03T00:12:00Z	NA19098	128	10.75	645
barcode69	lpa5104	1428	140	2026-02-03T00:12:00Z	HG03765	127	10.75	645
barcode72	lpa5104	1701	141	2026-02-03T00:12:00Z	NA19190	120	10.75	645
barcode66	lpa5104	1521	142	2026-02-03T00:12:00Z	HG02657	130	10.75	645
barcode70	lpa5104	1790	143	2026-02-03T00:12:00Z	NA18868	129	10.75	645
barcode68	lpa5104	1950	144	2026-02-03T00:12:00Z	HG03234	132	10.75	645
barcode67	lpa5104	1572	145	2026-02-03T00:12:00Z	HG02778	128	10.75	645
barcode71	lpa5104	1471	139	2026-02-03T00:14:00Z	NA19098	129	10.783333333333333	647
barcode69	lpa5104	1428	140	2026-02-03T00:14:00Z	HG03765	128	10.783333333333333	647
barcode72	lpa5104	1701	141	2026-02-03T00:14:00Z	NA19190	121	10.783333333333333	647
barcode66	lpa5104	1521	142	2026-02-03T00:14:00Z	HG02657	131	10.783333333333333	647
barcode70	lpa5104	1790	143	2026-02-03T00:14:00Z	NA18868	130	10.783333333333333	647
barcode68	lpa5104	1950	144	2026-02-03T00:14:00Z	HG03234	133	10.783333333333333	647
barcode67	lpa5104	1572	145	2026-02-03T00:14:00Z	HG02778	129	10.783333333333333	647
barcode65	lpa5104	2035	146	2026-02-03T00:14:00Z	HG01593	132	10.783333333333333	647
barcode69	lpa5104	1428	140	2026-02-03T00:26:00Z	HG03765	129	10.983333333333333	659
barcode72	lpa5104	1701	141	2026-02-03T00:26:00Z	NA19190	122	10.983333333333333	659
barcode66	lpa5104	1521	142	2026-02-03T00:26:00Z	HG02657	132	10.983333333333333	659
barcode70	lpa5104	1790	143	2026-02-03T00:26:00Z	NA18868	131	10.983333333333333	659
barcode68	lpa5104	1950	144	2026-02-03T00:26:00Z	HG03234	134	10.983333333333333	659
barcode67	lpa5104	1572	145	2026-02-03T00:26:00Z	HG02778	130	10.983333333333333	659
barcode65	lpa5104	2035	146	2026-02-03T00:26:00Z	HG01593	133	10.983333333333333	659
barcode71	lpa5104	1518	147	2026-02-03T00:26:00Z	NA19098	130	10.983333333333333	659
barcode69	lpa5104	1428	140	2026-02-03T00:28:00Z	HG03765	130	11.016666666666667	661
barcode66	lpa5104	1521	142	2026-02-03T00:28:00Z	HG02657	133	11.016666666666667	661
barcode70	lpa5104	1790	143	2026-02-03T00:28:00Z	NA18868	132	11.016666666666667	661
barcode68	lpa5104	1950	144	2026-02-03T00:28:00Z	HG03234	135	11.016666666666667	661
barcode67	lpa5104	1572	145	2026-02-03T00:28:00Z	HG02778	131	11.016666666666667	661
barcode65	lpa5104	2035	146	2026-02-03T00:28:00Z	HG01593	134	11.016666666666667	661
barcode71	lpa5104	1518	147	2026-02-03T00:28:00Z	NA19098	131	11.016666666666667	661
barcode72	lpa5104	1842	148	2026-02-03T00:28:00Z	NA19190	123	11.016666666666667	661
barcode69	lpa5104	1428	140	2026-02-03T00:31:00Z	HG03765	131	11.066666666666666	664
barcode70	lpa5104	1790	143	2026-02-03T00:31:00Z	NA18868	133	11.066666666666666	664
barcode68	lpa5104	1950	144	2026-02-03T00:31:00Z	HG03234	136	11.066666666666666	664
barcode67	lpa5104	1572	145	2026-02-03T00:31:00Z	HG02778	132	11.066666666666666	664
barcode65	lpa5104	2035	146	2026-02-03T00:31:00Z	HG01593	135	11.066666666666666	664
barcode71	lpa5104	1518	147	2026-02-03T00:31:00Z	NA19098	132	11.066666666666666	664
barcode72	lpa5104	1842	148	2026-02-03T00:31:00Z	NA19190	124	11.066666666666666	664
barcode66	lpa5104	1588	149	2026-02-03T00:31:00Z	HG02657	134	11.066666666666666	664
barcode70	lpa5104	1790	143	2026-02-03T00:32:00Z	NA18868	134	11.083333333333334	665
barcode68	lpa5104	1950	144	2026-02-03T00:32:00Z	HG03234	137	11.083333333333334	665
barcode67	lpa5104	1572	145	2026-02-03T00:32:00Z	HG02778	133	11.083333333333334	665
barcode65	lpa5104	2035	146	2026-02-03T00:32:00Z	HG01593	136	11.083333333333334	665
barcode71	lpa5104	1518	147	2026-02-03T00:32:00Z	NA19098	133	11.083333333333334	665
barcode72	lpa5104	1842	148	2026-02-03T00:32:00Z	NA19190	125	11.083333333333334	665
barcode66	lpa5104	1588	149	2026-02-03T00:32:00Z	HG02657	135	11.083333333333334	665
barcode69	lpa5104	1548	150	2026-02-03T00:32:00Z	HG03765	132	11.083333333333334	665
barcode68	lpa5104	1950	144	2026-02-03T00:39:00Z	HG03234	138	11.2	672
barcode67	lpa5104	1572	145	2026-02-03T00:39:00Z	HG02778	134	11.2	672
barcode65	lpa5104	2035	146	2026-02-03T00:39:00Z	HG01593	137	11.2	672
barcode71	lpa5104	1518	147	2026-02-03T00:39:00Z	NA19098	134	11.2	672
barcode72	lpa5104	1842	148	2026-02-03T00:39:00Z	NA19190	126	11.2	672
barcode66	lpa5104	1588	149	2026-02-03T00:39:00Z	HG02657	136	11.2	672
barcode69	lpa5104	1548	150	2026-02-03T00:39:00Z	HG03765	133	11.2	672
barcode70	lpa5104	1864	151	2026-02-03T00:39:00Z	NA18868	135	11.2	672
barcode67	lpa5104	1572	145	2026-02-03T00:40:00Z	HG02778	135	11.216666666666667	673
barcode65	lpa5104	2035	146	2026-02-03T00:40:00Z	HG01593	138	11.216666666666667	673
barcode71	lpa5104	1518	147	2026-02-03T00:40:00Z	NA19098	135	11.216666666666667	673
barcode72	lpa5104	1842	148	2026-02-03T00:40:00Z	NA19190	127	11.216666666666667	673
barcode66	lpa5104	1588	149	2026-02-03T00:40:00Z	HG02657	137	11.216666666666667	673
barcode69	lpa5104	1548	150	2026-02-03T00:40:00Z	HG03765	134	11.216666666666667	673
barcode70	lpa5104	1864	151	2026-02-03T00:40:00Z	NA18868	136	11.216666666666667	673
barcode68	lpa5104	2013	152	2026-02-03T00:40:00Z	HG03234	139	11.216666666666667	673
barcode67	lpa5104	1572	145	2026-02-03T00:55:00Z	HG02778	136	11.466666666666667	688
barcode71	lpa5104	1518	147	2026-02-03T00:55:00Z	NA19098	136	11.466666666666667	688
barcode72	lpa5104	1842	148	2026-02-03T00:55:00Z	NA19190	128	11.466666666666667	688
barcode66	lpa5104	1588	149	2026-02-03T00:55:00Z	HG02657	138	11.466666666666667	688
barcode69	lpa5104	1548	150	2026-02-03T00:55:00Z	HG03765	135	11.466666666666667	688
barcode70	lpa5104	1864	151	2026-02-03T00:55:00Z	NA18868	137	11.466666666666667	688
barcode68	lpa5104	2013	152	2026-02-03T00:55:00Z	HG03234	140	11.466666666666667	688
barcode65	lpa5104	2113	153	2026-02-03T00:55:00Z	HG01593	139	11.466666666666667	688
barcode71	lpa5104	1518	147	2026-02-03T00:58:00Z	NA19098	137	11.516666666666667	691
barcode72	lpa5104	1842	148	2026-02-03T00:58:00Z	NA19190	129	11.516666666666667	691
barcode66	lpa5104	1588	149	2026-02-03T00:58:00Z	HG02657	139	11.516666666666667	691
barcode69	lpa5104	1548	150	2026-02-03T00:58:00Z	HG03765	136	11.516666666666667	691
barcode70	lpa5104	1864	151	2026-02-03T00:58:00Z	NA18868	138	11.516666666666667	691
barcode68	lpa5104	2013	152	2026-02-03T00:58:00Z	HG03234	141	11.516666666666667	691
barcode65	lpa5104	2113	153	2026-02-03T00:58:00Z	HG01593	140	11.516666666666667	691
barcode67	lpa5104	1626	154	2026-02-03T00:58:00Z	HG02778	137	11.516666666666667	691
barcode72	lpa5104	1842	148	2026-02-03T01:17:00Z	NA19190	130	11.833333333333334	710
barcode66	lpa5104	1588	149	2026-02-03T01:17:00Z	HG02657	140	11.833333333333334	710
barcode69	lpa5104	1548	150	2026-02-03T01:17:00Z	HG03765	137	11.833333333333334	710
barcode70	lpa5104	1864	151	2026-02-03T01:17:00Z	NA18868	139	11.833333333333334	710
barcode68	lpa5104	2013	152	2026-02-03T01:17:00Z	HG03234	142	11.833333333333334	710
barcode65	lpa5104	2113	153	2026-02-03T01:17:00Z	HG01593	141	11.833333333333334	710
barcode67	lpa5104	1626	154	2026-02-03T01:17:00Z	HG02778	138	11.833333333333334	710
barcode71	lpa5104	1555	155	2026-02-03T01:17:00Z	NA19098	138	11.833333333333334	710
barcode66	lpa5104	1588	149	2026-02-03T01:18:00Z	HG02657	141	11.85	711
barcode69	lpa5104	1548	150	2026-02-03T01:18:00Z	HG03765	138	11.85	711
barcode70	lpa5104	1864	151	2026-02-03T01:18:00Z	NA18868	140	11.85	711
barcode68	lpa5104	2013	152	2026-02-03T01:18:00Z	HG03234	143	11.85	711
barcode65	lpa5104	2113	153	2026-02-03T01:18:00Z	HG01593	142	11.85	711
barcode67	lpa5104	1626	154	2026-02-03T01:18:00Z	HG02778	139	11.85	711
barcode71	lpa5104	1555	155	2026-02-03T01:18:00Z	NA19098	139	11.85	711
barcode72	lpa5104	1948	156	2026-02-03T01:18:00Z	NA19190	131	11.85	711
barcode69	lpa5104	1548	150	2026-02-03T01:19:00Z	HG03765	139	11.866666666666667	712
barcode70	lpa5104	1864	151	2026-02-03T01:19:00Z	NA18868	141	11.866666666666667	712
barcode68	lpa5104	2013	152	2026-02-03T01:19:00Z	HG03234	144	11.866666666666667	712
barcode65	lpa5104	2113	153	2026-02-03T01:19:00Z	HG01593	143	11.866666666666667	712
barcode67	lpa5104	1626	154	2026-02-03T01:19:00Z	HG02778	140	11.866666666666667	712
barcode71	lpa5104	1555	155	2026-02-03T01:19:00Z	NA19098	140	11.866666666666667	712
barcode72	lpa5104	1948	156	2026-02-03T01:19:00Z	NA19190	132	11.866666666666667	712
barcode66	lpa5104	1655	157	2026-02-03T01:19:00Z	HG02657	142	11.866666666666667	712
barcode69	lpa5104	1548	150	2026-02-03T01:22:00Z	HG03765	140	11.916666666666666	715
barcode70	lpa5104	1864	151	2026-02-03T01:22:00Z	NA18868	142	11.916666666666666	715
barcode65	lpa5104	2113	153	2026-02-03T01:22:00Z	HG01593	144	11.916666666666666	715
barcode67	lpa5104	1626	154	2026-02-03T01:22:00Z	HG02778	141	11.916666666666666	715
barcode71	lpa5104	1555	155	2026-02-03T01:22:00Z	NA19098	141	11.916666666666666	715
barcode72	lpa5104	1948	156	2026-02-03T01:22:00Z	NA19190	133	11.916666666666666	715
barcode66	lpa5104	1655	157	2026-02-03T01:22:00Z	HG02657	143	11.916666666666666	715
barcode68	lpa5104	2055	158	2026-02-03T01:22:00Z	HG03234	145	11.916666666666666	715
barcode70	lpa5104	1864	151	2026-02-03T01:26:00Z	NA18868	143	11.983333333333333	719
barcode65	lpa5104	2113	153	2026-02-03T01:26:00Z	HG01593	145	11.983333333333333	719
barcode67	lpa5104	1626	154	2026-02-03T01:26:00Z	HG02778	142	11.983333333333333	719
barcode71	lpa5104	1555	155	2026-02-03T01:26:00Z	NA19098	142	11.983333333333333	719
barcode72	lpa5104	1948	156	2026-02-03T01:26:00Z	NA19190	134	11.983333333333333	719
barcode66	lpa5104	1655	157	2026-02-03T01:26:00Z	HG02657	144	11.983333333333333	719
barcode68	lpa5104	2055	158	2026-02-03T01:26:00Z	HG03234	146	11.983333333333333	719
barcode69	lpa5104	1681	159	2026-02-03T01:26:00Z	HG03765	141	11.983333333333333	719
barcode65	lpa5104	2113	153	2026-02-03T01:28:00Z	HG01593	146	12.016666666666667	721
barcode67	lpa5104	1626	154	2026-02-03T01:28:00Z	HG02778	143	12.016666666666667	721
barcode71	lpa5104	1555	155	2026-02-03T01:28:00Z	NA19098	143	12.016666666666667	721
barcode72	lpa5104	1948	156	2026-02-03T01:28:00Z	NA19190	135	12.016666666666667	721
barcode66	lpa5104	1655	157	2026-02-03T01:28:00Z	HG02657	145	12.016666666666667	721
barcode68	lpa5104	2055	158	2026-02-03T01:28:00Z	HG03234	147	12.016666666666667	721
barcode69	lpa5104	1681	159	2026-02-03T01:28:00Z	HG03765	142	12.016666666666667	721
barcode70	lpa5104	1942	160	2026-02-03T01:28:00Z	NA18868	144	12.016666666666667	721
barcode67	lpa5104	1626	154	2026-02-03T01:38:00Z	HG02778	144	12.183333333333334	731
barcode71	lpa5104	1555	155	2026-02-03T01:38:00Z	NA19098	144	12.183333333333334	731
barcode72	lpa5104	1948	156	2026-02-03T01:38:00Z	NA19190	136	12.183333333333334	731
barcode66	lpa5104	1655	157	2026-02-03T01:38:00Z	HG02657	146	12.183333333333334	731
barcode68	lpa5104	2055	158	2026-02-03T01:38:00Z	HG03234	148	12.183333333333334	731
barcode69	lpa5104	1681	159	2026-02-03T01:38:00Z	HG03765	143	12.183333333333334	731
barcode70	lpa5104	1942	160	2026-02-03T01:38:00Z	NA18868	145	12.183333333333334	731
barcode65	lpa5104	2187	161	2026-02-03T01:38:00Z	HG01593	147	12.183333333333334	731
barcode71	lpa5104	1555	155	2026-02-03T01:47:00Z	NA19098	145	12.333333333333334	740
barcode72	lpa5104	1948	156	2026-02-03T01:47:00Z	NA19190	137	12.333333333333334	740
barcode66	lpa5104	1655	157	2026-02-03T01:47:00Z	HG02657	147	12.333333333333334	740
barcode68	lpa5104	2055	158	2026-02-03T01:47:00Z	HG03234	149	12.333333333333334	740
barcode69	lpa5104	1681	159	2026-02-03T01:47:00Z	HG03765	144	12.333333333333334	740
barcode70	lpa5104	1942	160	2026-02-03T01:47:00Z	NA18868	146	12.333333333333334	740
barcode65	lpa5104	2187	161	2026-02-03T01:47:00Z	HG01593	148	12.333333333333334	740
barcode67	lpa5104	1663	162	2026-02-03T01:47:00Z	HG02778	145	12.333333333333334	740
barcode71	lpa5104	1555	155	2026-02-03T02:00:00Z	NA19098	146	12.55	753
barcode72	lpa5104	1948	156	2026-02-03T02:00:00Z	NA19190	138	12.55	753
barcode66	lpa5104	1655	157	2026-02-03T02:00:00Z	HG02657	148	12.55	753
barcode69	lpa5104	1681	159	2026-02-03T02:00:00Z	HG03765	145	12.55	753
barcode70	lpa5104	1942	160	2026-02-03T02:00:00Z	NA18868	147	12.55	753
barcode65	lpa5104	2187	161	2026-02-03T02:00:00Z	HG01593	149	12.55	753
barcode67	lpa5104	1663	162	2026-02-03T02:00:00Z	HG02778	146	12.55	753
barcode68	lpa5104	2113	163	2026-02-03T02:00:00Z	HG03234	150	12.55	753
barcode72	lpa5104	1948	156	2026-02-03T02:03:00Z	NA19190	139	12.6	756
barcode66	lpa5104	1655	157	2026-02-03T02:03:00Z	HG02657	149	12.6	756
barcode69	lpa5104	1681	159	2026-02-03T02:03:00Z	HG03765	146	12.6	756
barcode70	lpa5104	1942	160	2026-02-03T02:03:00Z	NA18868	148	12.6	756
barcode65	lpa5104	2187	161	2026-02-03T02:03:00Z	HG01593	150	12.6	756
barcode67	lpa5104	1663	162	2026-02-03T02:03:00Z	HG02778	147	12.6	756
barcode68	lpa5104	2113	163	2026-02-03T02:03:00Z	HG03234	151	12.6	756
barcode71	lpa5104	1581	164	2026-02-03T02:03:00Z	NA19098	147	12.6	756
barcode72	lpa5104	1948	156	2026-02-03T02:04:00Z	NA19190	140	12.616666666666667	757
barcode69	lpa5104	1681	159	2026-02-03T02:04:00Z	HG03765	147	12.616666666666667	757
barcode70	lpa5104	1942	160	2026-02-03T02:04:00Z	NA18868	149	12.616666666666667	757
barcode65	lpa5104	2187	161	2026-02-03T02:04:00Z	HG01593	151	12.616666666666667	757
barcode67	lpa5104	1663	162	2026-02-03T02:04:00Z	HG02778	148	12.616666666666667	757
barcode68	lpa5104	2113	163	2026-02-03T02:04:00Z	HG03234	152	12.616666666666667	757
barcode71	lpa5104	1581	164	2026-02-03T02:04:00Z	NA19098	148	12.616666666666667	757
barcode66	lpa5104	1697	165	2026-02-03T02:04:00Z	HG02657	150	12.616666666666667	757
barcode69	lpa5104	1681	159	2026-02-03T02:05:00Z	HG03765	148	12.633333333333333	758
barcode70	lpa5104	1942	160	2026-02-03T02:05:00Z	NA18868	150	12.633333333333333	758
barcode65	lpa5104	2187	161	2026-02-03T02:05:00Z	HG01593	152	12.633333333333333	758
barcode67	lpa5104	1663	162	2026-02-03T02:05:00Z	HG02778	149	12.633333333333333	758
barcode68	lpa5104	2113	163	2026-02-03T02:05:00Z	HG03234	153	12.633333333333333	758
barcode71	lpa5104	1581	164	2026-02-03T02:05:00Z	NA19098	149	12.633333333333333	758
barcode66	lpa5104	1697	165	2026-02-03T02:05:00Z	HG02657	151	12.633333333333333	758
barcode72	lpa5104	2034	166	2026-02-03T02:05:00Z	NA19190	141	12.633333333333333	758
barcode69	lpa5104	1681	159	2026-02-03T02:13:00Z	HG03765	149	12.766666666666667	766
barcode65	lpa5104	2187	161	2026-02-03T02:13:00Z	HG01593	153	12.766666666666667	766
barcode67	lpa5104	1663	162	2026-02-03T02:13:00Z	HG02778	150	12.766666666666667	766
barcode68	lpa5104	2113	163	2026-02-03T02:13:00Z	HG03234	154	12.766666666666667	766
barcode71	lpa5104	1581	164	2026-02-03T02:13:00Z	NA19098	150	12.766666666666667	766
barcode66	lpa5104	1697	165	2026-02-03T02:13:00Z	HG02657	152	12.766666666666667	766
barcode72	lpa5104	2034	166	2026-02-03T02:13:00Z	NA19190	142	12.766666666666667	766
barcode70	lpa5104	2010	167	2026-02-03T02:13:00Z	NA18868	151	12.766666666666667	766
barcode65	lpa5104	2187	161	2026-02-03T02:16:00Z	HG01593	154	12.816666666666666	769
